,time_playing,Period,RTNG,GMS,Name,FideID,rtng_diff,ratio
123,51,2012-07-01,2718,10,nepo,4168119,-17.0,0.003679175864606328
125,52,2012-03-01,2718,9,nepo,4168119,0.0,0.0033112582781456954
124,53,2012-05-01,2716,7,nepo,4168119,-2.0,0.002577319587628866
119,54,2012-11-01,2707,7,nepo,4168119,-9.0,0.0025858884373845584
120,55,2012-10-01,2704,0,nepo,4168119,-3.0,0.0
121,56,2012-09-01,2704,0,nepo,4168119,0.0,0.0
114,57,2013-04-01,2708,0,nepo,4168119,4.0,0.0
110,58,2013-08-01,2723,9,nepo,4168119,15.0,0.0033051781123760557
106,59,2013-12-01,2721,0,nepo,4168119,-2.0,0.0
116,60,2013-02-01,2703,0,nepo,4168119,-18.0,0.0
117,61,2013-01-01,2703,6,nepo,4168119,0.0,0.0022197558268590455
111,62,2013-07-01,2717,0,nepo,4168119,14.0,0.0
112,63,2013-06-01,2717,11,nepo,4168119,0.0,0.004048582995951417
115,64,2013-03-01,2708,9,nepo,4168119,-9.0,0.0033234859675036928
113,65,2013-05-01,2710,5,nepo,4168119,2.0,0.0018450184501845018
107,66,2013-11-01,2721,9,nepo,4168119,11.0,0.0033076074972436605
108,67,2013-10-01,2702,11,nepo,4168119,-19.0,0.0040710584752035525
109,68,2013-09-01,2717,10,nepo,4168119,15.0,0.00368052999631947
102,69,2014-04-01,2732,0,nepo,4168119,15.0,0.0
98,70,2014-08-01,2714,6,nepo,4168119,-18.0,0.002210759027266028
94,71,2014-12-01,2714,0,nepo,4168119,0.0,0.0
104,72,2014-02-01,2732,0,nepo,4168119,18.0,0.0
105,73,2014-01-01,2732,7,nepo,4168119,0.0,0.002562225475841874
99,74,2014-07-01,2730,0,nepo,4168119,-2.0,0.0
100,75,2014-06-01,2730,9,nepo,4168119,0.0,0.0032967032967032967
103,76,2014-03-01,2732,0,nepo,4168119,2.0,0.0
101,77,2014-05-01,2735,6,nepo,4168119,3.0,0.0021937842778793418
95,78,2014-11-01,2714,0,nepo,4168119,-21.0,0.0
96,79,2014-10-01,2714,6,nepo,4168119,0.0,0.002210759027266028
97,80,2014-09-01,2710,9,nepo,4168119,-4.0,0.0033210332103321034
90,81,2015-04-01,2716,11,nepo,4168119,6.0,0.004050073637702504
86,82,2015-08-01,2705,7,nepo,4168119,-11.0,0.002587800369685767
82,83,2015-12-01,2707,8,nepo,4168119,2.0,0.0029553010712966383
92,84,2015-02-01,2714,0,nepo,4168119,7.0,0.0
93,85,2015-01-01,2714,9,nepo,4168119,0.0,0.003316138540899042
87,86,2015-07-01,2709,10,nepo,4168119,-5.0,0.0036913990402362494
88,87,2015-06-01,2720,7,nepo,4168119,11.0,0.002573529411764706
91,88,2015-03-01,2714,9,nepo,4168119,-6.0,0.003316138540899042
89,89,2015-05-01,2728,9,nepo,4168119,14.0,0.0032991202346041057
83,90,2015-11-01,2705,12,nepo,4168119,-23.0,0.0044362292051756
84,91,2015-10-01,2705,0,nepo,4168119,0.0,0.0
85,92,2015-09-01,2705,0,nepo,4168119,0.0,0.0
78,93,2016-04-01,2703,9,nepo,4168119,-2.0,0.003329633740288568
74,94,2016-08-01,2740,9,nepo,4168119,37.0,0.0032846715328467154
70,95,2016-12-01,2767,0,nepo,4168119,27.0,0.0
80,96,2016-02-01,2704,0,nepo,4168119,-63.0,0.0
81,97,2016-01-01,2704,1,nepo,4168119,0.0,0.0003698224852071006
75,98,2016-07-01,2725,5,nepo,4168119,21.0,0.001834862385321101
76,99,2016-06-01,2719,7,nepo,4168119,-6.0,0.0025744759102611253
79,100,2016-03-01,2704,0,nepo,4168119,-15.0,0.0
77,101,2016-05-01,2703,0,nepo,4168119,-1.0,0.0
71,102,2016-11-01,2767,9,nepo,4168119,64.0,0.0032526201662450307
72,103,2016-10-01,2749,10,nepo,4168119,-18.0,0.0036376864314296106
73,104,2016-09-01,2740,0,nepo,4168119,-9.0,0.0
66,105,2017-04-01,2751,0,nepo,4168119,11.0,0.0
62,106,2017-08-01,2751,9,nepo,4168119,0.0,0.003271537622682661
58,107,2017-12-01,2729,8,nepo,4168119,-22.0,0.0029314767314034445
68,108,2017-02-01,2749,13,nepo,4168119,20.0,0.004728992360858494
69,109,2017-01-01,2767,0,nepo,4168119,18.0,0.0
63,110,2017-07-01,2742,8,nepo,4168119,-25.0,0.0029175784099197666
64,111,2017-06-01,2732,14,nepo,4168119,-10.0,0.005124450951683748
67,112,2017-03-01,2751,9,nepo,4168119,19.0,0.003271537622682661
65,113,2017-05-01,2751,0,nepo,4168119,0.0,0.0
59,114,2017-11-01,2732,7,nepo,4168119,-19.0,0.002562225475841874
60,115,2017-10-01,2733,6,nepo,4168119,1.0,0.0021953896816684962
61,116,2017-09-01,2741,9,nepo,4168119,8.0,0.003283473184968989
54,117,2018-04-01,2751,0,nepo,4168119,10.0,0.0
50,118,2018-08-01,2768,7,nepo,4168119,17.0,0.0025289017341040463
46,119,2018-12-01,2763,0,nepo,4168119,-5.0,0.0
56,120,2018-02-01,2751,0,nepo,4168119,-12.0,0.0
57,121,2018-01-01,2751,9,nepo,4168119,0.0,0.003271537622682661
51,122,2018-07-01,2757,9,nepo,4168119,6.0,0.003264417845484222
52,123,2018-06-01,2751,0,nepo,4168119,-6.0,0.0
55,124,2018-03-01,2751,0,nepo,4168119,0.0,0.0
53,125,2018-05-01,2751,0,nepo,4168119,0.0,0.0
47,126,2018-11-01,2763,10,nepo,4168119,12.0,0.003619254433586681
48,127,2018-10-01,2759,11,nepo,4168119,-4.0,0.003986951794128307
49,128,2018-09-01,2768,0,nepo,4168119,9.0,0.0
42,129,2019-04-01,2773,6,nepo,4168119,5.0,0.002163721601153985
38,130,2019-08-01,2774,18,nepo,4168119,1.0,0.006488824801730353
34,131,2019-12-01,2767,2,nepo,4168119,-7.0,0.0007228044813877846
44,132,2019-02-01,2771,13,nepo,4168119,4.0,0.004691447130999639
45,133,2019-01-01,2763,0,nepo,4168119,-8.0,0.0
39,134,2019-07-01,2775,0,nepo,4168119,12.0,0.0
40,135,2019-06-01,2775,8,nepo,4168119,0.0,0.002882882882882883
43,136,2019-03-01,2771,0,nepo,4168119,-4.0,0.0
41,137,2019-05-01,2773,0,nepo,4168119,2.0,0.0
35,138,2019-11-01,2773,8,nepo,4168119,0.0,0.00288496213487198
36,139,2019-10-01,2776,0,nepo,4168119,3.0,0.0
37,140,2019-09-01,2776,11,nepo,4168119,0.0,0.003962536023054755
30,141,2020-04-01,2784,7,nepo,4168119,8.0,0.002514367816091954
26,142,2020-08-01,2784,0,nepo,4168119,0.0,0.0
22,143,2020-12-01,2784,0,nepo,4168119,0.0,0.0
32,144,2020-02-01,2774,0,nepo,4168119,-10.0,0.0
33,145,2020-01-01,2774,8,nepo,4168119,0.0,0.002883922134102379
27,146,2020-07-01,2784,0,nepo,4168119,10.0,0.0
28,147,2020-06-01,2784,0,nepo,4168119,0.0,0.0
31,148,2020-03-01,2774,0,nepo,4168119,-10.0,0.0
29,149,2020-05-01,2784,0,nepo,4168119,10.0,0.0
23,150,2020-11-01,2784,0,nepo,4168119,0.0,0.0
24,151,2020-10-01,2784,0,nepo,4168119,0.0,0.0
25,152,2020-09-01,2784,0,nepo,4168119,0.0,0.0
18,153,2021-04-01,2789,0,nepo,4168119,5.0,0.0
14,154,2021-08-01,2792,0,nepo,4168119,3.0,0.0
10,155,2021-12-01,2782,0,nepo,4168119,-10.0,0.0
20,156,2021-02-01,2789,0,nepo,4168119,7.0,0.0
21,157,2021-01-01,2789,11,nepo,4168119,0.0,0.003944065973467192
15,158,2021-07-01,2792,0,nepo,4168119,3.0,0.0
16,159,2021-06-01,2792,0,nepo,4168119,0.0,0.0
19,160,2021-03-01,2789,0,nepo,4168119,-3.0,0.0
17,161,2021-05-01,2792,7,nepo,4168119,3.0,0.002507163323782235
11,162,2021-11-01,2782,0,nepo,4168119,-10.0,0.0
12,163,2021-10-01,2782,10,nepo,4168119,0.0,0.0035945363048166786
13,164,2021-09-01,2792,0,nepo,4168119,10.0,0.0
6,165,2022-04-01,2773,0,nepo,4168119,-19.0,0.0
2,166,2022-08-01,2792,14,nepo,4168119,19.0,0.00501432664756447
8,167,2022-02-01,2773,0,nepo,4168119,-19.0,0.0
9,168,2022-01-01,2773,11,nepo,4168119,0.0,0.003966822935448972
3,169,2022-07-01,2766,0,nepo,4168119,-7.0,0.0
4,170,2022-06-01,2766,9,nepo,4168119,0.0,0.0032537960954446853
7,171,2022-03-01,2773,0,nepo,4168119,7.0,0.0
5,172,2022-05-01,2773,0,nepo,4168119,0.0,0.0
0,173,2022-10-01,2793,9,nepo,4168119,20.0,0.00322234156820623
1,174,2022-09-01,2792,0,nepo,4168119,-1.0,0.0
118,1,2012-12-01,1750,0,firouja,12573981,0.0,0.0
119,2,2012-11-01,1750,3,firouja,12573981,0.0,0.0017142857142857142
120,3,2012-10-01,1756,0,firouja,12573981,6.0,0.0
121,4,2012-09-01,1756,10,firouja,12573981,0.0,0.0056947608200455585
114,5,2013-04-01,1734,0,firouja,12573981,-22.0,0.0
110,6,2013-08-01,1913,7,firouja,12573981,179.0,0.0036591740721380033
106,7,2013-12-01,1946,0,firouja,12573981,33.0,0.0
116,8,2013-02-01,1750,0,firouja,12573981,-196.0,0.0
117,9,2013-01-01,1750,0,firouja,12573981,0.0,0.0
111,10,2013-07-01,1911,8,firouja,12573981,161.0,0.004186289900575615
112,11,2013-06-01,1924,9,firouja,12573981,13.0,0.004677754677754678
115,12,2013-03-01,1734,5,firouja,12573981,-190.0,0.0028835063437139563
113,13,2013-05-01,1884,17,firouja,12573981,150.0,0.009023354564755838
107,14,2013-11-01,1946,8,firouja,12573981,62.0,0.0041109969167523125
108,15,2013-10-01,1948,8,firouja,12573981,2.0,0.004106776180698152
109,16,2013-09-01,1913,0,firouja,12573981,-35.0,0.0
102,17,2014-04-01,2045,26,firouja,12573981,132.0,0.012713936430317848
98,18,2014-08-01,2107,18,firouja,12573981,62.0,0.00854295206454675
94,19,2014-12-01,2332,0,firouja,12573981,225.0,0.0
104,20,2014-02-01,1954,0,firouja,12573981,-378.0,0.0
105,21,2014-01-01,1954,9,firouja,12573981,0.0,0.004605936540429887
99,22,2014-07-01,2079,0,firouja,12573981,125.0,0.0
100,23,2014-06-01,2079,0,firouja,12573981,0.0,0.0
103,24,2014-03-01,1954,0,firouja,12573981,-125.0,0.0
101,25,2014-05-01,2079,13,firouja,12573981,125.0,0.006253006253006253
95,26,2014-11-01,2332,17,firouja,12573981,253.0,0.007289879931389366
96,27,2014-10-01,2238,8,firouja,12573981,-94.0,0.0035746201966041107
97,28,2014-09-01,2188,10,firouja,12573981,-50.0,0.004570383912248629
90,29,2015-04-01,2278,23,firouja,12573981,90.0,0.01009657594381036
86,30,2015-08-01,2309,9,firouja,12573981,31.0,0.0038977912516240795
82,31,2015-12-01,2372,11,firouja,12573981,63.0,0.00463743676222597
92,32,2015-02-01,2305,11,firouja,12573981,-67.0,0.004772234273318872
93,33,2015-01-01,2291,16,firouja,12573981,-14.0,0.006983849847228284
87,34,2015-07-01,2277,0,firouja,12573981,-14.0,0.0
88,35,2015-06-01,2277,0,firouja,12573981,0.0,0.0
91,36,2015-03-01,2312,9,firouja,12573981,35.0,0.0038927335640138406
89,37,2015-05-01,2277,13,firouja,12573981,-35.0,0.005709266578831796
83,38,2015-11-01,2386,9,firouja,12573981,109.0,0.0037720033528918693
84,39,2015-10-01,2364,12,firouja,12573981,-22.0,0.005076142131979695
85,40,2015-09-01,2323,9,firouja,12573981,-41.0,0.0038743004735256135
78,41,2016-04-01,2468,8,firouja,12573981,145.0,0.0032414910858995136
74,42,2016-08-01,2464,22,firouja,12573981,-4.0,0.008928571428571428
70,43,2016-12-01,2456,12,firouja,12573981,-8.0,0.004885993485342019
80,44,2016-02-01,2475,11,firouja,12573981,19.0,0.0044444444444444444
81,45,2016-01-01,2455,22,firouja,12573981,-20.0,0.008961303462321792
75,46,2016-07-01,2481,9,firouja,12573981,26.0,0.0036275695284159614
76,47,2016-06-01,2485,0,firouja,12573981,4.0,0.0
79,48,2016-03-01,2475,5,firouja,12573981,-10.0,0.00202020202020202
77,49,2016-05-01,2485,7,firouja,12573981,10.0,0.0028169014084507044
71,50,2016-11-01,2474,12,firouja,12573981,-11.0,0.004850444624090542
72,51,2016-10-01,2469,8,firouja,12573981,-5.0,0.0032401782098015392
73,52,2016-09-01,2463,5,firouja,12573981,-6.0,0.0020300446609825416
66,53,2017-04-01,2492,20,firouja,12573981,29.0,0.008025682182985553
62,54,2017-08-01,2517,6,firouja,12573981,25.0,0.0023837902264600714
58,55,2017-12-01,2509,9,firouja,12573981,-8.0,0.0035870864886408927
68,56,2017-02-01,2465,9,firouja,12573981,-44.0,0.0036511156186612576
69,57,2017-01-01,2456,0,firouja,12573981,-9.0,0.0
63,58,2017-07-01,2499,0,firouja,12573981,43.0,0.0
64,59,2017-06-01,2499,9,firouja,12573981,0.0,0.003601440576230492
67,60,2017-03-01,2470,3,firouja,12573981,-29.0,0.0012145748987854252
65,61,2017-05-01,2487,8,firouja,12573981,17.0,0.003216726980297547
59,62,2017-11-01,2521,6,firouja,12573981,34.0,0.002380007933359778
60,63,2017-10-01,2525,13,firouja,12573981,4.0,0.005148514851485149
61,64,2017-09-01,2527,9,firouja,12573981,2.0,0.003561535417491096
54,65,2018-04-01,2572,20,firouja,12573981,45.0,0.007776049766718507
50,66,2018-08-01,2561,0,firouja,12573981,-11.0,0.0
46,67,2018-12-01,2607,10,firouja,12573981,46.0,0.0038358266206367474
56,68,2018-02-01,2549,0,firouja,12573981,-58.0,0.0
57,69,2018-01-01,2549,23,firouja,12573981,0.0,0.009023146331894862
51,70,2018-07-01,2561,0,firouja,12573981,12.0,0.0
52,71,2018-06-01,2561,9,firouja,12573981,0.0,0.003514252245216712
55,72,2018-03-01,2558,9,firouja,12573981,-3.0,0.003518373729476153
53,73,2018-05-01,2570,9,firouja,12573981,12.0,0.003501945525291829
47,74,2018-11-01,2607,11,firouja,12573981,37.0,0.004219409282700422
48,75,2018-10-01,2600,20,firouja,12573981,-7.0,0.007692307692307693
49,76,2018-09-01,2582,16,firouja,12573981,-18.0,0.006196746707978312
42,77,2019-04-01,2669,18,firouja,12573981,87.0,0.0067440989134507304
38,78,2019-08-01,2702,13,firouja,12573981,33.0,0.0048112509252405625
34,79,2019-12-01,2723,1,firouja,12573981,21.0,0.0003672420124862284
44,80,2019-02-01,2618,0,firouja,12573981,-105.0,0.0
45,81,2019-01-01,2618,18,firouja,12573981,0.0,0.006875477463712758
39,82,2019-07-01,2685,9,firouja,12573981,67.0,0.0033519553072625698
40,83,2019-06-01,2682,0,firouja,12573981,-3.0,0.0
43,84,2019-03-01,2657,28,firouja,12573981,-25.0,0.010538200978547234
41,85,2019-05-01,2682,26,firouja,12573981,25.0,0.009694258016405667
35,86,2019-11-01,2720,11,firouja,12573981,38.0,0.004044117647058824
36,87,2019-10-01,2702,0,firouja,12573981,-18.0,0.0
37,88,2019-09-01,2702,0,firouja,12573981,0.0,0.0
30,89,2020-04-01,2728,0,firouja,12573981,26.0,0.0
26,90,2020-08-01,2728,0,firouja,12573981,0.0,0.0
22,91,2020-12-01,2749,0,firouja,12573981,21.0,0.0
32,92,2020-02-01,2726,13,firouja,12573981,-23.0,0.004768892149669846
33,93,2020-01-01,2723,0,firouja,12573981,-3.0,0.0
27,94,2020-07-01,2728,0,firouja,12573981,5.0,0.0
28,95,2020-06-01,2728,0,firouja,12573981,0.0,0.0
31,96,2020-03-01,2728,9,firouja,12573981,0.0,0.0032991202346041057
29,97,2020-05-01,2728,0,firouja,12573981,0.0,0.0
23,98,2020-11-01,2749,10,firouja,12573981,21.0,0.0036376864314296106
24,99,2020-10-01,2728,0,firouja,12573981,-21.0,0.0
25,100,2020-09-01,2728,0,firouja,12573981,0.0,0.0
18,101,2021-04-01,2759,0,firouja,12573981,31.0,0.0
14,102,2021-08-01,2759,0,firouja,12573981,0.0,0.0
10,103,2021-12-01,2804,20,firouja,12573981,45.0,0.007132667617689016
20,104,2021-02-01,2749,0,firouja,12573981,-55.0,0.0
21,105,2021-01-01,2749,0,firouja,12573981,0.0,0.0
15,106,2021-07-01,2759,0,firouja,12573981,10.0,0.0
16,107,2021-06-01,2759,0,firouja,12573981,0.0,0.0
19,108,2021-03-01,2759,13,firouja,12573981,0.0,0.004711852120333454
17,109,2021-05-01,2759,0,firouja,12573981,0.0,0.0
11,110,2021-11-01,2770,0,firouja,12573981,11.0,0.0
12,111,2021-10-01,2770,10,firouja,12573981,0.0,0.0036101083032490976
13,112,2021-09-01,2754,2,firouja,12573981,-16.0,0.0007262164124909223
6,113,2022-04-01,2804,0,firouja,12573981,50.0,0.0
2,114,2022-08-01,2778,14,firouja,12573981,-26.0,0.005039596832253419
8,115,2022-02-01,2804,0,firouja,12573981,26.0,0.0
9,116,2022-01-01,2804,0,firouja,12573981,0.0,0.0
3,117,2022-07-01,2793,0,firouja,12573981,-11.0,0.0
4,118,2022-06-01,2793,9,firouja,12573981,0.0,0.00322234156820623
7,119,2022-03-01,2804,0,firouja,12573981,11.0,0.0
5,120,2022-05-01,2804,0,firouja,12573981,0.0,0.0
0,121,2022-10-01,2785,8,firouja,12573981,-19.0,0.002872531418312388
1,122,2022-09-01,2778,0,firouja,12573981,-7.0,0.0
158,1,2005-04-01,2165,0,so,5202213,0.0,0.0
159,2,2005-01-01,2165,11,so,5202213,0.0,0.005080831408775982
157,3,2005-07-01,2165,0,so,5202213,0.0,0.0
156,4,2005-10-01,2216,15,so,5202213,51.0,0.006768953068592058
154,5,2006-04-01,2254,8,so,5202213,38.0,0.00354924578527063
155,6,2006-01-01,2216,0,so,5202213,-38.0,0.0
153,7,2006-07-01,2330,20,so,5202213,114.0,0.008583690987124463
152,8,2006-10-01,2411,20,so,5202213,81.0,0.00829531314807134
150,9,2007-04-01,2519,34,so,5202213,108.0,0.013497419610956728
151,10,2007-01-01,2451,26,so,5202213,-68.0,0.010607915136678907
149,11,2007-07-01,2516,8,so,5202213,65.0,0.003179650238473768
148,12,2007-10-01,2531,32,so,5202213,15.0,0.012643224022125641
146,13,2008-04-01,2540,20,so,5202213,9.0,0.007874015748031496
147,14,2008-01-01,2526,28,so,5202213,-14.0,0.011084718923198733
145,15,2008-07-01,2577,34,so,5202213,51.0,0.013193636010865347
144,16,2008-10-01,2610,69,so,5202213,33.0,0.026436781609195402
142,17,2009-04-01,2641,29,so,5202213,31.0,0.010980689132904203
143,18,2009-01-01,2627,19,so,5202213,-14.0,0.00723258469737343
141,19,2009-07-01,2646,22,so,5202213,19.0,0.008314436885865457
139,20,2009-11-01,2640,15,so,5202213,-6.0,0.005681818181818182
140,21,2009-09-01,2644,9,so,5202213,4.0,0.00340393343419062
138,22,2010-01-01,2656,8,so,5202213,12.0,0.0030120481927710845
135,23,2010-07-01,2674,18,so,5202213,18.0,0.006731488406881077
137,24,2010-03-01,2665,22,so,5202213,-9.0,0.00825515947467167
136,25,2010-05-01,2665,0,so,5202213,0.0,0.0
133,26,2010-11-01,2669,19,so,5202213,4.0,0.007118771075309105
134,27,2010-09-01,2668,19,so,5202213,-1.0,0.00712143928035982
132,28,2011-01-01,2673,18,so,5202213,5.0,0.006734006734006734
129,29,2011-07-01,2658,23,so,5202213,-15.0,0.008653122648607976
131,30,2011-03-01,2667,19,so,5202213,9.0,0.007124109486314211
130,31,2011-05-01,2667,0,so,5202213,0.0,0.0
127,32,2011-11-01,2659,13,so,5202213,-8.0,0.004889056036103798
128,33,2011-09-01,2655,23,so,5202213,-4.0,0.008662900188323917
122,34,2012-08-01,2652,16,so,5202213,-3.0,0.006033182503770739
118,35,2012-12-01,2682,3,so,5202213,30.0,0.0011185682326621924
126,36,2012-01-01,2653,5,so,5202213,-29.0,0.0018846588767433095
123,37,2012-07-01,2650,19,so,5202213,-3.0,0.007169811320754717
125,38,2012-03-01,2653,0,so,5202213,3.0,0.0
124,39,2012-05-01,2653,4,so,5202213,0.0,0.0015077271013946476
119,40,2012-11-01,2678,10,so,5202213,25.0,0.0037341299477221808
120,41,2012-10-01,2677,11,so,5202213,-1.0,0.004109077325364214
121,42,2012-09-01,2667,9,so,5202213,-10.0,0.003374578177727784
114,43,2013-04-01,2701,0,so,5202213,34.0,0.0
110,44,2013-08-01,2710,9,so,5202213,9.0,0.0033210332103321034
106,45,2013-12-01,2719,0,so,5202213,9.0,0.0
116,46,2013-02-01,2684,4,so,5202213,-35.0,0.0014903129657228018
117,47,2013-01-01,2682,0,so,5202213,-2.0,0.0
111,48,2013-07-01,2708,18,so,5202213,26.0,0.0066469719350073855
112,49,2013-06-01,2705,0,so,5202213,-3.0,0.0
115,50,2013-03-01,2701,19,so,5202213,-4.0,0.007034431691965938
113,51,2013-05-01,2705,8,so,5202213,4.0,0.0029574861367837337
107,52,2013-11-01,2719,6,so,5202213,14.0,0.002206693637366679
108,53,2013-10-01,2706,4,so,5202213,-13.0,0.0014781966001478197
109,54,2013-09-01,2710,0,so,5202213,4.0,0.0
102,55,2014-04-01,2738,0,so,5202213,28.0,0.0
98,56,2014-08-01,2755,15,so,5202213,17.0,0.0054446460980036296
94,57,2014-12-01,2762,0,so,5202213,7.0,0.0
104,58,2014-02-01,2738,17,so,5202213,-24.0,0.00620891161431702
105,59,2014-01-01,2719,0,so,5202213,-19.0,0.0
99,60,2014-07-01,2744,0,so,5202213,25.0,0.0
100,61,2014-06-01,2744,10,so,5202213,0.0,0.0036443148688046646
103,62,2014-03-01,2738,0,so,5202213,-6.0,0.0
101,63,2014-05-01,2731,8,so,5202213,-7.0,0.0029293299157817647
95,64,2014-11-01,2762,7,so,5202213,31.0,0.0025343953656770456
96,65,2014-10-01,2755,0,so,5202213,-7.0,0.0
97,66,2014-09-01,2755,0,so,5202213,0.0,0.0
90,67,2015-04-01,2788,0,so,5202213,33.0,0.0
86,68,2015-08-01,2779,7,so,5202213,-9.0,0.0025188916876574307
82,69,2015-12-01,2775,6,so,5202213,-4.0,0.002162162162162162
92,70,2015-02-01,2788,22,so,5202213,13.0,0.007890961262553802
93,71,2015-01-01,2762,0,so,5202213,-26.0,0.0
87,72,2015-07-01,2780,15,so,5202213,18.0,0.00539568345323741
88,73,2015-06-01,2778,0,so,5202213,-2.0,0.0
91,74,2015-03-01,2788,0,so,5202213,10.0,0.0
89,75,2015-05-01,2778,20,so,5202213,-10.0,0.007199424046076314
83,76,2015-11-01,2767,17,so,5202213,-11.0,0.006143838091796169
84,77,2015-10-01,2760,9,so,5202213,-7.0,0.003260869565217391
85,78,2015-09-01,2773,10,so,5202213,13.0,0.003606202668589975
78,79,2016-04-01,2773,0,so,5202213,0.0,0.0
74,80,2016-08-01,2771,10,so,5202213,-2.0,0.003608805485384338
70,81,2016-12-01,2794,0,so,5202213,23.0,0.0
80,82,2016-02-01,2773,0,so,5202213,-21.0,0.0
81,83,2016-01-01,2773,9,so,5202213,0.0,0.0032455824017309774
75,84,2016-07-01,2770,0,so,5202213,-3.0,0.0
76,85,2016-06-01,2770,4,so,5202213,0.0,0.001444043321299639
79,86,2016-03-01,2773,13,so,5202213,3.0,0.0046880634691669676
77,87,2016-05-01,2775,11,so,5202213,2.0,0.003963963963963964
71,88,2016-11-01,2794,9,so,5202213,19.0,0.0032211882605583395
72,89,2016-10-01,2794,10,so,5202213,0.0,0.0035790980672870437
73,90,2016-09-01,2782,9,so,5202213,-12.0,0.003235082674335011
66,91,2017-04-01,2822,0,so,5202213,40.0,0.0
62,92,2017-08-01,2810,0,so,5202213,-12.0,0.0
58,93,2017-12-01,2788,0,so,5202213,-22.0,0.0
68,94,2017-02-01,2822,13,so,5202213,34.0,0.004606661941885188
69,95,2017-01-01,2808,9,so,5202213,-14.0,0.003205128205128205
63,96,2017-07-01,2810,9,so,5202213,2.0,0.003202846975088968
64,97,2017-06-01,2812,9,so,5202213,2.0,0.003200568990042674
67,98,2017-03-01,2822,0,so,5202213,10.0,0.0
65,99,2017-05-01,2815,11,so,5202213,-7.0,0.003907637655417406
59,100,2017-11-01,2788,0,so,5202213,-27.0,0.0
60,101,2017-10-01,2788,12,so,5202213,0.0,0.00430416068866571
61,102,2017-09-01,2792,9,so,5202213,4.0,0.0032234957020057307
54,103,2018-04-01,2786,14,so,5202213,-6.0,0.005025125628140704
50,104,2018-08-01,2780,0,so,5202213,-6.0,0.0
46,105,2018-12-01,2765,0,so,5202213,-15.0,0.0
56,106,2018-02-01,2799,13,so,5202213,34.0,0.004644515898535191
57,107,2018-01-01,2792,9,so,5202213,-7.0,0.0032234957020057307
51,108,2018-07-01,2780,8,so,5202213,-12.0,0.0028776978417266188
52,109,2018-06-01,2778,0,so,5202213,-2.0,0.0
55,110,2018-03-01,2799,0,so,5202213,21.0,0.0
53,111,2018-05-01,2778,11,so,5202213,-21.0,0.003959683225341973
47,112,2018-11-01,2765,20,so,5202213,-13.0,0.007233273056057866
48,113,2018-10-01,2776,0,so,5202213,11.0,0.0
49,114,2018-09-01,2776,9,so,5202213,0.0,0.0032420749279538905
42,115,2019-04-01,2762,0,so,5202213,-14.0,0.0
38,116,2019-08-01,2776,17,so,5202213,14.0,0.006123919308357349
34,117,2019-12-01,2760,0,so,5202213,-16.0,0.0
44,118,2019-02-01,2765,0,so,5202213,5.0,0.0
45,119,2019-01-01,2765,0,so,5202213,0.0,0.0
39,120,2019-07-01,2763,9,so,5202213,-2.0,0.003257328990228013
40,121,2019-06-01,2754,4,so,5202213,-9.0,0.0014524328249818446
43,122,2019-03-01,2762,10,so,5202213,8.0,0.003620564808110065
41,123,2019-05-01,2754,11,so,5202213,-8.0,0.0039941902687000725
35,124,2019-11-01,2760,19,so,5202213,6.0,0.006884057971014493
36,125,2019-10-01,2767,0,so,5202213,7.0,0.0
37,126,2019-09-01,2767,11,so,5202213,0.0,0.003975424647632815
30,127,2020-04-01,2770,0,so,5202213,3.0,0.0
26,128,2020-08-01,2770,0,so,5202213,0.0,0.0
22,129,2020-12-01,2770,0,so,5202213,0.0,0.0
32,130,2020-02-01,2770,13,so,5202213,0.0,0.004693140794223827
33,131,2020-01-01,2765,4,so,5202213,-5.0,0.0014466546112115732
27,132,2020-07-01,2770,0,so,5202213,5.0,0.0
28,133,2020-06-01,2770,0,so,5202213,0.0,0.0
31,134,2020-03-01,2770,0,so,5202213,0.0,0.0
