id;member_id;loan_amnt;funded_amnt;funded_amnt_inv;term;int_rate;installment;grade;sub_grade;annual_inc;verification_status;issue_d;loan_status;pymnt_plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50353289;53742003;22000;22000;22000;60 months;9.99;467.33;B;B3;150000;Source Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14699170;16761518;9325;9325;9325;36 months;15.31;324.68;C;C4;85000;Verified;Apr-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67625637;72459356;12000;12000;12000;36 months;10.64;390.83;B;B4;250000;Source Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6815821;8437927;17000;17000;16950;36 months;13.05;573.21;B;B5;57000;Verified;Aug-2013;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2286867;2709173;17625;17625;17600;36 months;8.9;559.66;A;A5;40000;Source Verified;Feb-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6274586;7796739;7000;7000;7000;36 months;15.88;245.69;C;C4;40000;Not Verified;Aug-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17853756;19986307;6000;6000;6000;36 months;14.99;207.97;C;C5;82000;Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55948157;59609899;10000;10000;10000;60 months;13.99;232.64;C;C4;35000;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6995898;8638051;2500;2500;2500;36 months;18.85;91.46;D;D3;60500;Not Verified;Sep-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44126015;47142749;32000;32000;32000;60 months;19.52;839.29;E;E3;98000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66643915;71369696;9500;9500;9500;36 months;13.18;320.92;C;C3;60000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41338910;44245672;18000;18000;18000;36 months;7.89;563.15;A;A5;96600;Not Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8626219;10398233;12000;12000;12000;60 months;16.2;293.1;C;C4;37606;Verified;nov/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67858810;72717537;34000;34000;34000;36 months;9.17;1083.89;B;B2;157000;Source Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38597465;41381292;28000;28000;28000;60 months;11.44;614.95;B;B4;96000;Source Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45884338;48992055;25000;25000;25000;60 months;7.89;505.6;A;A5;90000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
565018;726947;20000;20000;19950;60 months;19.41;523.34;F;F4;350000;Source Verified;Sep-2010;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46436141;49573853;2850;2850;2850;36 months;15.61;99.65;D;D1;40000;Not Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15259622;17332067;2750;2750;2750;36 months;12.49;91.99;B;B4;31920;Not Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6594706;8176858;1000;1000;1000;36 months;11.55;33;B;B3;30000;Verified;Aug-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39479497;42283216;10000;10000;10000;36 months;13.66;340.13;C;C3;67400;Source Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5535388;6907568;5000;5000;5000;36 months;6.62;153.52;A;A2;60000;Not Verified;jun/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5855546;7317685;16425;16425;16425;60 months;15.88;398.38;C;C4;36500;Verified;jul/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48734782;51983519;15000;15000;15000;36 months;12.29;500.3;C;C1;50000;Source Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2896555;3528946;10000;10000;10000;36 months;13.11;337.47;B;B4;120000;Verified;jan/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67296211;72097947;22800;22800;22800;36 months;15.41;794.96;D;D1;75000;Not Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
713979;907308;5000;5000;5000;36 months;14.17;171.31;C;C5;69000;Not Verified;mar/11;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33110251;35753484;35000;35000;35000;36 months;13.35;1185.2;C;C2;130000;Source Verified;nov/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8987918;10769854;4125;4125;4125;36 months;14.3;141.59;C;C1;16500;Verified;nov/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1224687;1465576;11000;11000;11000;36 months;16.29;388.31;C;C5;84000;Not Verified;Apr-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5637315;7019609;20000;20000;20000;36 months;19.72;740.43;D;D5;65000;Verified;jun/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
484473;616829;15000;15000;15000;36 months;13.85;511.56;C;C4;68553;Not Verified;May-2010;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9814600;11666745;1675;1675;1675;36 months;19.97;62.23;D;D5;38186;Not Verified;Dec-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29694710;32227935;35000;35000;35000;36 months;7.12;1082.62;A;A3;159432;Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60902260;64944040;5500;5500;5500;36 months;15.61;192.31;D;D1;65000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25897153;28350153;15000;15000;15000;36 months;12.99;505.34;C;C1;46000;Verified;Aug-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40705483;43581210;17000;17000;17000;36 months;7.89;531.86;A;A5;70000;Source Verified;mar/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1439301;1691274;18000;18000;18000;36 months;18.49;655.18;D;D2;48000;Verified;Aug-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3055155;3727415;6000;6000;6000;36 months;15.31;208.91;C;C2;50000;Not Verified;jan/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26319992;28792719;12000;12000;12000;36 months;16.29;423.61;D;D2;44000;Source Verified;Sep-2014;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6245002;7757141;16000;16000;16000;60 months;13.68;369.65;C;C1;78536;Source Verified;jul/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66441896;71167660;4575;4575;4300;36 months;17.86;165.08;D;D5;70000;Source Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46427698;49565462;3000;3000;3000;36 months;9.99;96.79;B;B3;60000;Not Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36330836;39042200;9125;9125;9125;36 months;14.99;316.28;C;C5;95000;Verified;Dec-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8915199;10707323;11500;11500;11500;36 months;12.99;387.43;B;B4;38000;Not Verified;nov/13;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46205024;49312770;32500;32500;32500;60 months;11.53;715.25;B;B5;108000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62459417;66722137;5000;5000;5000;36 months;10.99;163.67;B;B4;68500;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3497439;4379941;8000;8000;8000;36 months;14.33;274.71;C;C1;36000;Not Verified;mar/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54888931;58459667;17350;17350;17350;36 months;14.65;598.48;C;C5;65000;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30475522;33028692;12800;12800;12800;60 months;15.61;308.63;D;D1;40000;Not Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38998249;41781963;7000;7000;7000;36 months;11.99;232.47;B;B5;25000;Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12636103;14638262;24000;24000;24000;36 months;6.03;730.46;A;A1;225000;Source Verified;mar/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60536957;64557747;8000;8000;8000;36 months;13.33;270.83;C;C3;42000;Source Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27521279;30024401;16625;16625;16625;36 months;18.24;603.04;D;D5;75000;Source Verified;Sep-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2365984;2828267;8000;8000;8000;36 months;18.49;291.19;D;D2;47422;Source Verified;Dec-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361549;370096;3000;3000;1039.245;36 months;11.14;98.42;B;B4;41004;Not Verified;nov/08;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43430210;46456957;10000;10000;10000;36 months;8.18;314.2;B;B1;52000;Not Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35843833;38539287;25000;25000;25000;60 months;8.67;514.97;B;B1;115460;Source Verified;nov/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9768308;11620165;12000;12000;12000;36 months;13.98;410.02;C;C1;140000;Verified;Dec-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12705933;14718078;7600;7600;7600;36 months;12.49;254.22;B;B4;67000;Not Verified;mar/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59179388;63057105;28000;28000;28000;36 months;5.32;843.22;A;A1;96500;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60830121;64871833;30000;30000;30000;60 months;13.99;697.9;C;C4;88000;Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67929084;72787824;2400;2400;2400;36 months;12.59;80.4;C;C2;58250;Source Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36138408;38729950;10000;10000;10000;36 months;12.99;336.9;C;C2;300000;Verified;nov/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
854552;1066810;13000;13000;12750;60 months;8.49;266.66;A;A5;56700;Source Verified;Aug-2011;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8865548;10657616;12000;12000;12000;36 months;10.99;392.81;B;B2;45000;Not Verified;nov/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13096420;15118619;15100;15100;15100;36 months;14.16;517.26;C;C2;36000;Source Verified;mar/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23836169;26208707;34625;34625;34625;60 months;15.61;834.86;D;D1;110000;Verified;Aug-2014;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61502149;65620960;18000;18000;17975;60 months;13.99;418.74;C;C4;163000;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1621627;1893619;11100;11100;11100;36 months;12.12;369.32;B;B3;35000;Not Verified;nov/12;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11426617;13358783;20000;20000;20000;36 months;19.97;742.97;D;D5;77000;Source Verified;Feb-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48274995;51523736;24000;24000;24000;36 months;13.33;812.48;C;C3;175000;Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41123011;43998902;24000;24000;24000;60 months;15.61;578.68;D;D1;50000;Source Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7296181;8938277;8500;8500;8500;60 months;9.99;180.56;B;B1;47000;Verified;Oct-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29635336;32168568;15000;15000;15000;60 months;12.99;341.22;C;C1;55000;Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30565882;33119078;4275;4275;4275;36 months;12.49;143;B;B5;29103;Not Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8145149;9887261;5000;5000;5000;36 months;14.3;171.62;C;C1;75000;Verified;nov/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46116481;49224278;16000;16000;16000;36 months;13.33;541.65;C;C3;60000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21119590;23402438;16625;16625;16625;36 months;11.67;549.58;B;B4;38000;Source Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43894290;46911066;5000;5000;5000;36 months;9.99;161.32;B;B3;93000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65866235;70561006;14400;14400;14400;36 months;12.59;482.36;C;C2;98000;Source Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44143687;47160676;5000;5000;5000;36 months;12.29;166.77;C;C1;65000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
873468;1087769;12600;12600;12600;60 months;15.99;306.35;D;D2;42000;Source Verified;Sep-2011;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12419378;14431523;15250;15250;15250;36 months;21.99;582.33;E;E4;120000;Source Verified;mar/14;Late (31-120 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26378681;28851629;20000;20000;20000;36 months;10.15;646.76;B;B2;85000;Verified;Sep-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55140334;58711114;15000;15000;15000;36 months;6.24;457.97;A;A2;90000;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56964922;60677671;10000;10000;10000;36 months;7.26;309.97;A;A4;44000;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61682200;65851916;4300;4300;4300;36 months;16.55;152.35;D;D2;12000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14338072;16390461;22000;22000;22000;36 months;11.99;730.61;B;B3;60000;Source Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65047247;69583964;3500;3500;3500;36 months;12.05;116.34;C;C1;42500;Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57267246;60970057;10500;10500;10500;60 months;17.86;265.84;D;D5;25000;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59581503;63515237;8000;8000;8000;36 months;9.17;255.04;B;B2;46000;Source Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41093708;43969609;9850;9850;9850;36 months;14.65;339.77;C;C5;47150;Source Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48524124;51772837;9000;9000;9000;36 months;10.99;294.61;B;B4;68262;Not Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
513842;664015;8000;8000;8000;36 months;7.51;248.88;A;A4;85100;Not Verified;May-2010;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1685090;1967274;15000;15000;15000;36 months;19.05;550.22;D;D4;40000;Not Verified;nov/12;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42723216;45719932;5000;5000;5000;36 months;7.89;156.43;A;A5;45000;Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60647576;64668349;33500;33500;33475;60 months;27.31;1029.15;G;G2;100000;Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55341080;58942814;4075;4075;4075;36 months;19.19;149.77;E;E3;49000;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9735578;11587675;10500;10500;10450;36 months;9.67;337.19;B;B1;56000;Verified;Dec-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41110083;43985857;10000;10000;10000;60 months;12.69;225.95;C;C2;55000;Source Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30255415;32798599;18000;18000;18000;36 months;13.66;612.23;C;C3;54000;Not Verified;nov/14;Late (31-120 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56010965;59672772;5600;5600;5600;36 months;9.17;178.53;B;B2;71000;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63214550;67566273;12000;12000;12000;60 months;13.33;275.07;C;C3;48000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67828966;72687708;30000;30000;30000;60 months;11.99;667.19;C;C1;105000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
671468;858396;16000;16000;15975;36 months;10.37;519.06;B;B3;72000;Source Verified;Feb-2011;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38540004;41323919;19200;19200;19200;36 months;7.49;597.16;A;A4;175000;Not Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65107371;69644098;13000;13000;13000;60 months;9.99;276.15;B;B3;46800;Not Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18645038;20817783;25000;25000;25000;60 months;15.61;602.79;D;D1;180000;Source Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26017706;28470622;19375;19375;19375;36 months;12.49;648.08;B;B5;48000;Not Verified;Aug-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
660734;845052;2300;2300;2300;36 months;13.43;77.98;C;C3;68000;Verified;Feb-2011;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
573283;737386;8000;8000;8000;60 months;18.67;206.08;F;F2;30000;Not Verified;Oct-2010;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9454644;11286791;21000;21000;21000;60 months;16.24;513.37;C;C5;90000;Verified;jan/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64017354;68448067;12000;12000;11875;60 months;18.2;306.03;E;E1;72840;Source Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
617449;791607;14000;10375;10325;36 months;10.36;336.53;B;B5;59000;Source Verified;nov/10;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7645594;9327694;30075;30075;30025;60 months;19.52;788.8;D;D4;67750;Verified;Oct-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43286428;46303181;21000;21000;21000;36 months;13.99;717.63;C;C4;57000;Source Verified;mar/15;In Grace Period;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55941273;59603099;19200;19200;19200;60 months;7.89;388.3;A;A5;75000;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8636865;10408838;6000;6000;6000;36 months;22.4;230.39;E;E3;190000;Verified;nov/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31226902;33800104;25000;25000;25000;36 months;7.69;779.84;A;A4;90000;Source Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46194753;49302487;16000;16000;16000;36 months;14.65;551.91;C;C5;67000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6160505;7642628;16800;16800;16800;36 months;11.55;554.4;B;B3;39000;Not Verified;jul/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1412225;1661885;15000;15000;14975;36 months;19.72;555.32;D;D5;110630;Verified;jul/12;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65741544;70374266;25000;25000;25000;60 months;20.99;676.2;E;E5;150000;Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24084859;26477748;4125;4125;4125;36 months;6.03;125.55;A;A1;70000;Not Verified;Aug-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58532795;62373528;5000;5000;5000;36 months;15.61;174.83;D;D1;44000;Verified;Aug-2015;In Grace Period;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41880754;44837493;15200;15200;15200;36 months;6.92;468.78;A;A4;55000;Not Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45515321;48613084;4000;4000;4000;36 months;9.99;129.05;B;B3;35000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60585561;64606286;16000;16000;16000;36 months;12.29;533.65;C;C1;80000;Not Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65272380;69858130;13125;13125;13125;60 months;9.99;278.81;B;B3;49000;Not Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7937327;9659318;5375;5375;5375;36 months;17.76;193.68;D;D1;19200;Verified;Oct-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1489732;1749460;12175;12175;12175;36 months;14.33;418.07;C;C1;35000;Not Verified;Sep-2012;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17553239;19705770;4500;4500;4500;36 months;6.49;137.91;A;A2;40000;Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7638498;9320452;8000;8000;8000;36 months;18.55;291.44;D;D2;58000;Not Verified;Oct-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1473206;1730403;30000;30000;30000;60 months;11.67;662.35;B;B4;95000;Verified;Aug-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38162164;40945929;15000;15000;15000;60 months;14.31;351.44;C;C4;93734;Not Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3355990;4169507;21000;21000;20975;36 months;14.09;718.65;B;B5;87000;Verified;Feb-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15610681;17703108;10400;10400;10300;60 months;15.61;250.76;C;C5;56000;Source Verified;May-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57025137;60737888;13000;13000;13000;36 months;12.69;436.09;C;C2;41000;Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6254978;7767108;15000;15000;15000;36 months;9.71;481.97;B;B1;80000;Not Verified;jul/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38162571;40946358;19650;19650;19650;60 months;22.99;553.83;F;F1;58000;Not Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52768311;56268028;20000;20000;20000;36 months;7.26;619.93;A;A4;120000;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5938741;7411161;16000;16000;16000;60 months;16.78;395.76;C;C5;50545;Verified;jul/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58101279;61905012;26400;26400;26350;36 months;16.55;935.34;D;D2;75000;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18895673;21078319;33300;33300;33300;36 months;12.99;1121.85;C;C1;120000;Verified;jun/14;Late (31-120 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30175739;32718959;11375;11375;11375;36 months;13.98;388.67;C;C3;76595;Not Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38222417;41006188;8000;8000;8000;36 months;13.66;272.11;C;C3;40019;Verified;jan/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55909312;59571080;25000;25000;25000;60 months;9.99;531.06;B;B3;176000;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65663878;70296645;1200;1200;1200;36 months;13.18;40.54;C;C3;10050;Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6607837;8189937;27000;27000;27000;36 months;17.56;970.17;D;D1;103000;Verified;Aug-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24725076;27168077;16000;16000;16000;36 months;8.39;504.27;A;A5;40000;Not Verified;Aug-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61722475;65892197;12475;12475;12425;60 months;18.55;320.53;E;E2;31200;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11895058;13887201;14000;14000;13975;36 months;12.99;471.65;B;B5;58000;Not Verified;Feb-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28182084;30695207;11200;11200;11200;36 months;6.03;340.88;A;A1;75000;Not Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185962;185946;600;600;575;36 months;10.91;19.62;C;C3;15000;Not Verified;Dec-2007;Does not meet the credit policy. Status:Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55259655;58840428;24000;24000;24000;36 months;5.32;722.76;A;A1;124045;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16241080;18343586;6000;6000;6000;36 months;12.99;202.14;C;C1;60000;Verified;May-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66602227;71328015;24000;24000;24000;60 months;16.55;590.68;D;D2;63000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5781939;7213784;35000;35000;35000;60 months;15.8;847.42;C;C3;84000;Verified;jul/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60801476;64853236;26400;26400;26350;36 months;15.61;923.08;D;D1;60000;Source Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6996130;8638281;10000;10000;10000;36 months;6.62;307.04;A;A2;90000;Not Verified;Sep-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12346893;14339046;8500;8500;8375;36 months;12.99;286.36;B;B5;85000;Source Verified;Feb-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
